country,ordered,weapon,weapon.des,year,years.delivered,delivered,comments
     ,4,Garcia,frigate,1989,1989,4,Second-hand; lease; Brazialian designation Para
     ,2,Thomaston,AALS,1989,1989-1990,2,Second-hand; lease (until bought 2001); Brazilian designation Ceara
     ,12,AAV-7A1,APC,1991,1991,12,Second-hand; $34 m deal; incl 1 command post and 1 ARV version; Brazilian designation CLAnf
     ,1,LM-2500,gas turbine,1994,2008,1,For 1 Barroso frigate produced in Brazil
     ,1,Newport,landing ship,1994,1994,1,Second-hand; lease (incl $2 m for first 2-year lease) until bought 2000; Brazilian designation Mattoso Maia
     ,6,SH-3H Sea King,ASW helicopter,1994,1996,6,Second-hand; $0.9 m deal; Brazilian designation SH-3B; 2 more delivered for spares only
     ,14,AAV-7A1,APC,1995,1997,14,$23 m deal; incl 1 command post and 1 ARV version; Brazilian designation CLAnf
     ,2,EDO-700,ASW sonar,1995,2002-2004,2,EDO-700E or EDO-701 version for modernization of 2 Niteroi frigates
     ,7,EDO-997,ASW sonar,1995,2001-2008,7,For 1 Barroso frigate produced in Brazil and for modernization of 6 Niteroi frigates; EDO-997F version
     ,22,Bell-205/UH-1H,helicopter,1996,1996-1997,22,Second-hand
     ,91,M-60A3 Patton-2,tank,1996,1997,91,Second-hand; 5-year lease worth $15 m
    ,16,AE-3007,turbofan,1997,2002-2003,16,For 5 EMB-145 (R-99A) AEW and 3 EMB-145RS (R-99B) AGS aircraft produced in Brazil
    ,4,S-70/UH-60L,helicopter,1997,1997,4,S-70A-36 version; for peacekeeping operations between Peru and Ecuador (MOMEP); Brazilian designation HM-2
     ,6,TPS-77,air search radar,1997,1999-2001,6,For 'SIVAM' air-surveilance network
    ,2,Metro-3/C-26,transport aircraft,1999,2001,2,Second-hand but modernized before delivery; C-26 version
    ,10,C-130H Hercules,transport aircraft,2001,2001-2002,10,Second-hand aircraft bought back to US producer and sold to Brazil; $66-70 m 'C-X' programme
   ,9,P-3A Orion,ASW aircraft,2002,2011-2014,9,Second-hand; $10 m deal (part of $425 m 'P-X' programme incl modernization of 9 in Spain to P-3AM; 3 more for spare parts only)
     ,15,Cessna-208 Caravan,light transport ac,2005,2005-2008,15,
   ,7,C-9,diesel engine,2006,2007-2008,7,For 7 Piranha-3 APC from Switzerland
   ,6,S-70/UH-60L,helicopter,2006,2006-2008,6,$180 m deal; for CSAR
    ,5,C-9,diesel engine,2007,2009,5,For 5 Piranha-3 APC from Switzerland
     ,30,Mk-48 Mod-5 ADCAP,anti-ship/ASW torpedo,2007,2010-2012,30,Part of $58 m deal; Mk-48 Mod-6 version; for modernized Type-209-1400 (Tupi) submarines
   ,30,C-7,diesel engine,2008,2013-2014,30,For modernization of 30 M-113A1 to M-113MB1
   ,18,C-9,diesel engine,2008,2010-2014,18,For 18 Piranha-3 APC from Switzerland
    ,4,S-70B/SH-60B Seahawk,ASW helicopter,2009,2012-2013,4,$164 m deal; Brazilian designation MH-16
     ,4,S-70/UH-60L,helicopter,2009,2011,4,$60 m deal
  ,6,S-70/UH-60L,helicopter,2009,2012,6,$73 m deal
  ,150,6V-53,diesel engine,2010,2013-2015,150,For modernization of 150 M-113B to M-113BR (M-113A2 Mk-1)
     ,9,Cessna-208 Caravan,light transport ac,2010,2011,9,Brazilian designation C-98A
     ,4,C-1 Trader,light transport ac,2011,,,Second-hand; modernized to KC-2 Turbo Trader tanker/transport aircraft in USA before delivery (2-4 more delivered for spare parts)
   ,5,APS-143(V),MP aircraft radar,2013,2021,1,"For 5 EC725 (AH-15B) helicopters from France, APS-143C(V)3 version"
,32,M-109A5 155mm,self-propelled gun,2013,2019,32,Second-hand M-109A5 version as aid but modernized to M-109A+BR before delivery in $54 m deal
  ,4,M-109A5 155mm,self-propelled gun,2013,2015,4,Second-hand; aid; for training
    ,2,S-70B/SH-60B Seahawk,ASW helicopter,2013,2015,2,$87 m deal; S-70B version; Brazilian designation SH-16
    ,16,T-800,turboshaft,2014,2019-2021,8,For modernization of 8 Super Lynx ASW helicopters
    ,44,V2500,turbofan,2014,2019-2021,10,For 22 C-390 transport aircraft produced in Brazil
     ,236,6V-53,diesel engine,2015,2017-2020,236,For modernization of 236 M-113B to M-113BR (M-113A2 Mk-1)
     ,23,AAV-7RAM/RS,APC,2015,2017-2018,23,$118 m deal; second-hand AAV-7A1 rebuilt to AAV-7RAM/RS version; incl 2 command post and 1 ARV version; Brazilian designation CLAnf
    ,36,F414,turbofan,2015,2020-2021,5,For 36 Gripen-E (Gripen-NG) combat aircraft from Sweden
     ,46,M-113,APC,2015,2016,46,Second-hand; M-113A2 version; incl 34 M-577A2 command post version; aid
     ,4,M-88,ARV,2015,2016,4,Second-hand
     ,1,Boeing-767,transport aircraft,2016,2016,1,Second-hand; lease; Boeing-767-300ER version;
     ,10,J52,turbojet,2017,2017,10,Second-hand; spares for A-4 combat aircraft
     ,36,M-109A5 155mm,self-propelled gun,2017,2018,36,Second-hand; aid (24 more delivered for spare parts)
    ,30,M-113,APC,2017,2020,30,Second-hand; aid; M-577A2 version
    ,4,M-88,ARV,2018,2019,4,Second-hand
    ,40,M-992 FAASV,ALV,2018,2018,40,Second-hand; aid; M-992A2 version
     ,6,ScanEagle,UAV,2019,2021,6,
    ,4,Harpoon Block-2,anti-ship missile/SSM,2020,,,AGM-84L version; for P-3 ASW aircraft
     ,12,L-ATV,APV,2020,,,JLTV version; delivery planned from 2022
     ,60,M-113,APC,2020,,,Second-hand; aid; M-577A2 command post version
     ,22,Mk-54 MAKO 324mm,ASW torpedo,2021,,,
,,,,,,,
Brunei,,,,,,,
,1,S-62,helicopter,1964,1965,1,Second-hand
     ,1,Bell-206/OH-58,light helicopter,1967,1968,1,Bell-206A version
     ,2,Bell-205/UH-1H,helicopter,1968,1970,2,Bell-205A-1 version
     ,3,Bell-206/OH-58,light helicopter,1970,1971,3,Bell-206A version
     ,2,Bell-212/UH-1N,helicopter,1970,1971,2,
     ,1,Bell-205/UH-1H,helicopter,1973,1974,1,Bell-205A-1 version
     ,3,Bell-212/UH-1N,helicopter,1973,1974,3,
     ,2,Bell-206/OH-58,light helicopter,1980,1981-1982,2,Bell-206B version
     ,3,Bell-212/UH-1N,helicopter,1981,1982,3,
     ,7,Bell-212/UH-1N,helicopter,1982,1983,7,
     ,2,S-70/UH-60A,helicopter,1986,1986,2,For VIP transport; S-70A-14 version
     ,2,CT7,turboprop,1995,1997,2,For 1 CN-235 transport aircraft from Indonesia; CT-7-9C3 version
     ,4,S-70/UH-60L,helicopter,1995,1996-1998,4,S-70A-14 version; incl for SAR
     ,19,6BT,diesel engine,2002,2003-2004,19,"6BTA-5.9 version; for modernization of 16 Scorpion tanks, 2 Sultan APC/CP and 1 Samson ARV; ordered via UK"
     ,12,S-70/UH-60L,helicopter,2011,2013-2015,12,S-70i version; from Polish production line
     ,5,RQ-21 Blackjack,UAV,2020,2021,5,
,,,,,,,
Bulgaria,,,,,,,
,6,Bell-206/OH-58,light helicopter,1999,1999,6,$8.4 m deal; Bell-206B-3 version; from Canadian production line
     ,6,AE-2100,turboprop,2006,2007-2011,6,For 3 C-27J transport aircraft from Italy
     ,7,ASV-150/M-1117,APC,2008,2008,7,$10.2 m deal
     ,10,ASV-150/M-1117,APC,2014,2015,10,$15 m deal
     ,4,AAQ-33 Sniper,aircraft EO system,2019,,,
     ,16,AIM-120C AMRAAM,BVRAAM,2019,,,For F-16V combat aircraft
     ,12,AIM-9X Sidewinder,BVRAAM,2019,,,For F-16V combat aircraft
     ,8,F-16V Viper,FGA aircraft,2019,,,$1.2-1.3 b deal; delivery planned 2023/2024-2024
     ,28,GBU-39 SDB,guided bomb,2019,,,For F-16V combat aircraft
,,,,,,,
Burkina Faso,,,,,,,
,1,Cessna-337/O-2,light aircraft,1968,1968,1,
     ,1,Cessna-337/O-2,light aircraft,1969,1969,1,
     ,1,King Air,light transport ac,2006,2006,1,King Air B-200 version
,,,,,,,
Burundi,,,,,,,
,10,Cougar,APC,2014,2015,10,Second-hand; aid; RG-33L version; for use by peacekeepers in Somalia
     ,21,Cougar,APC,2016,2016,21,Second-hand; aid
,,,,,,,
Cambodia,,,,,,,
,6,C-46 Commando,transport aircraft,1955,1956,6,Second-hand; 'MDAP' aid; C-46F version
     ,2,DHC-2 Beaver,light aircraft,1955,1956-1957,2,Second-hand; 'MDAP' aid
     ,4,LCT Mk-5,landing craft,1955,1955-1957,4,Second-hand; 'MAAG' aid
     ,8,O-1/L-19 Bird Dog,light aircraft,1955,1957,8,Possible second-hand; 'MDAP' aid
     ,10,M-24 Chaffee,light tank,1957,1958,10,Second-hand
     ,10,T-6 Texan,trainer aircraft,1957,1958,10,Second-hand; 'MDAP' aid
     ,5,M-8 Greyhound,armoured car,1960,1961,5,Second-hand; aid
     ,15,M-20,reconnaissance AV,1961,1962,15,Second-hand; aid
     ,2,O-1/L-19 Bird Dog,light aircraft,1961,1962,2,Second-hand; aid
     ,1,LCT Mk-6,landing craft,1962,1962,1,Second-hand
     ,12,T-28D,trainer/combat aircraft,1963,1963,12,Second-hand; aid
     ,1,PGM-39,patrol craft,1964,1964,1,'MAP' aid
     ,6,T-37B,trainer aircraft,1965,1966-1967,6,Possibly Second-hand; 'MAP' aid
     ,6,Bell-205/UH-1D,helicopter,1970,1970,6,Probably Second-hand; aid
     ,6,Cessna-172,trainer/light aircraft,1970,1970,6,Probably Second-hand; no. could be 14
     ,20,DC-3/C-47 Skytrain,transport aircraft,1970,1971-1972,20,Second-hand
     ,15,T-28D,trainer/combat aircraft,1970,1971,15,Second-hand; aid
     ,32,Bell-205/UH-1H,helicopter,1971,1972-1973,32,Aid
     ,5,Cessna-180 Skywagon,light aircraft,1971,1972,5,Probably Second-hand; aid; Cessna-185 version
     ,20,DHC-3 Otter,light transport ac,1971,1971-1972,20,Second-hand; aid
     ,66,T-28D,trainer/combat aircraft,1971,1972-1973,66,Second-hand; aid
     ,8,AC-47 Dragon Ship,ground attack ac,1972,1973,8,Second-hand; aid
     ,14,AU-24A Stallion,ground attack ac,1972,1973,14,Aid
     ,20,C-123K Provider,transport aircraft,1972,1973-1974,20,Second-hand; aid
     ,1,EC-47,SIGINT aircraft,1972,1972,1,Second-hand
     ,25,M-101A1 105mm,towed gun,1972,1972,25,Second-hand; aid
     ,8,M-109 155mm,self-propelled gun,1972,1973,8,Second-hand; 'MAP' aid
     ,30,M-113,APC,1972,1972-1973,30,Probably second-hand; aid
     ,10,M-114 155mm,towed gun,1973,1973,10,Second-hand; aid
,,,,,,,
Cameroon,,,,,,,
,1,Queen Air,light transport ac,1962,1963,1,For VIP transport
     ,2,PA-23 Aztec,light aircraft,1971,1971,2,
     ,2,C-130H Hercules,transport aircraft,1976,1977,2,
     ,1,C-130H-30 Hercules,transport aircraft,1982,1982,1,$19 m deal
     ,39,Commando V-150,APC,1982,1983-1984,39,"Incl 8 with 20mm gun, 7 CP and 5 81mm mortar carrier version"
     ,12,Commando V-150/90,armoured car,1982,1984,12,
     ,250,BGM-71 TOW,anti-tank missile,1988,1989,250,
     ,3,Bell-206L LongRanger,light helicopter,1989,1990,3,Probably from Canadian production line
     ,2,Bell-412,helicopter,2009,2010,2,Bell-214EP version
     ,2,CT7,turboprop,2012,2013,2,For 1 CN-235 transport aircraft from Spain
     ,1,Bell-412,helicopter,2015,2015,1,Probably second-hand; Bell-412EP version
     ,6,Cougar,APC,2015,2015,6,Probably second-hand; Cougar 4x4 version; aid
     ,2,ScanEagle,UAV,2015,2016,2,$9.4 m deal
     ,2,Cessna-208 Caravan,light transport ac,2016,2018,2,$4.3 m aid; for surveillance
     ,2,Bell-412,helicopter,2018,2019,2,Second-hand; Bell-412EP version
,,,,,,,
Canada,,,,,,,
,384,T-33A T-Bird,trainer aircraft,1947,1950-1953,384,Canadian designation CT-33 Silver Star
     ,367,F-86 Sabre,fighter aircraft,1949,1952-1953,367,F-86E and F-86F versions; Canadian designations CL-13 Sabre Mk-2 and Sabre Mk-4; produced in Canada
     ,760,F-86 Sabre,fighter aircraft,1950,1953-1956,760,Sabre Mk-4 and Sabre Mk-5 versions; produced in Canada; Canadian designation CL-13
     ,270,T-6 Texan,trainer aircraft,1951,1951-1954,270,T-6G version; Canadian designation Harvard-4
     ,231,M-101A1 105mm,towed gun,1953,1954-1958,231,Canadian designation C-1
     ,70,S-2A Tracker,ASW aircraft,1954,1956-1959,70,Canadian designation as CS-2F-1 and CS-2F-2
     ,25,T-34 Mentor,trainer aircraft,1954,1955,25,
     ,10,Cosmopolitan,transport aircraft,1955,1959-1960,10,Developed in Canada from CV-440; Canadian designation CC-109
     ,200,F-104G Starfighter,FGA aircraft,1959,1961-1964,200,"Canadian designation CF-104, CL-90 or CF-111"
     ,230,J85,turbojet,1961,1963-1966,230,For 190 CL-41 (CT-114) trainer aircraft produced in Canada (incl spare engines); produced under licence in Canada
     ,250,Mk-44,ASW torpedo,1962,1963-1967,250,Incl assembly/production in Canada
     ,41,SH-3D Sea King,ASW helicopter,1963,1963-1966,41,Incl 36 or 37 produced in Canada; Canadian designation CHSS-2 or CH-124A/B
     ,115,F-5A Freedom Fighter,FGA aircraft,1965,1968-1970,115,CAD296 m deal (originally CAD215 m but increased); CF-5A version (incl 26 CF-5B version); produced under licence in Canada; Canadian designation C-116
     ,60,J85,turbojet,1965,1968-1970,60,Spares for F-5A (CF-5A) combat aircraft; J85-15 version; produced under licence in Canada
     ,50,Bell-212/UH-1N,helicopter,1969,1971-1972,50,Canadian designation CH-135; incl. production of components in Canada
     ,3,Bell-206L LongRanger,light helicopter,1989,1990,3,For civilian company for training of Canadian armed forces
     ,100,Bell-412,helicopter,1992,1994-1998,100,$506 m deal; Bell-412CF version; Canadian designation CH-146 Griffon
     ,152,M-113A3,APC,2000,2002-2009,152,Part of $215 m 'Life Extended M-113A3/MTVL' programme; Canadian M-113 APC rebuilt to M-113A3; incl ARV and CP version
     ,147,MTVL,APC,2000,2003-2009,147,"Part of $215 m 'Life Extended M-113A3/MTVL' programme; Canadian M-113 APC rebuilt to MTVL; incl ALV, ARV and AEV version"
     ,200,RIM-162 ESSM,SAM,2001,2004-2012,200,CAD507 m ($510 m) deal; for modernized Halifax (City) frigates; incl production of components in Canada (as part of NATO Sea Sparrow Consortium)
     ,28,H-92 Superhawk,ASW helicopter,2004,2015-2021,28,CAD3.2 b 'MHP' programme (incl infrastructure; additional CAD5.8 b for support until 2028; offsets incl production of components and assembly in Canada); Canadian designation CH-148 Cyclone
     ,17,C-130J-30 Hercules,transport aircraft,2008,2010-2012,17,$1.4 b 'FSAP' programme (offsets 100% incl production of components in Canada); Canadian designation CC-130J
     ,500,TAPV,APC,2012,2016-2019,500,CAD603 m ($585 m) deal (and additional CAD105 m for 5-year support); option on 100 more
     ,,RIM-162 ESSM Block-2,SAM,2017,,,Incl production of components in Canada (as part of NATO Sea Sparrow Consortium)
     ,30,M-24 Chaffee,light tank,1945,1950,30,Second-hand
     ,30,T-33A Shooting Star,trainer aircraft,1947,1950,30,Canadian designation CT-33 Silver Star
     ,69,TBM-3S Avenger,ASW aircraft,1948,1950-1952,69,Second-hand
     ,280,Beech-18/C-45,light transport ac,1950,1951-1953,280,
     ,14,Mk-33 76mm,naval gun,1950,1955-1957,14,For 7 St. Laurent frigates produced in Canada
     ,3,S-55,helicopter,1950,1951,3,HO4S-1 version
     ,7,SPS-10,sea search radar,1950,1955-1957,7,For 7 St. Laurent frigates produced in Canada
     ,7,SPS-12,air search radar,1950,1955-1957,7,For 7 St. Laurent frigates produced in Canada
     ,75,B-25 Mitchell,bomber aircraft,1951,1951-1953,75,Second-hand; B-25J version
     ,48,C-119 Packet,transport aircraft,1951,1953,39,C-119F version
     ,26,FPS-3,air search radar,1951,1952-1956,26,
     ,10,S-51/H-5F,light helicopter,1951,1952,10,For SAR
     ,557,APG-40,combat ac radar,1952,1953-1957,557,For 557 CF-100 Mk-4 and Mk-5 combat aircraft produced in Canada
     ,3,HUP Retriever,light helicopter,1953,1954,3,HUP-3 (UH-25C) version
     ,7,Mk-33 76mm,naval gun,1953,1958-1959,7,For 7 Restigouche frigates produced in Canada
     ,7,SPS-10,sea search radar,1953,1958-1959,7,For 7 Restigouche frigates produced in Canada
     ,7,SPS-12,air search radar,1953,1958-1959,7,For 7 Restigouche frigates produced in Canada
     ,10,Bell-47/OH-13,light helicopter,1954,1955,10,
     ,18,H-21,helicopter,1954,1954-1955,18,Inc 6 H-21A and 12 H-21B version
     ,16,O-1/L-19 Bird Dog,light aircraft,1954,1954,16,'MDAP' aid
     ,25,P-2H Neptune,ASW aircraft,1954,1955,25,Canadian designation CP-122
     ,4,TBM-3W Avenger,AEW aircraft,1954,1955,4,Second-hand
     ,1500,AIM-9B Sidewinder,SRAAM,1955,1957-1963,1500,For F-104D/G and F2H-3 combat aircraft
     ,39,F2H-3 Banshee,fighter aircraft,1955,1955-1958,39,Second-hand; CAD25 m deal; incl for use on  aircraft carrier
     ,57,M-114 155mm,towed gun,1955,1956-1957,57,Probably second-hand
     ,16,S-55,helicopter,1955,1955-1956,16,
     ,6,S-58/H-34,helicopter,1955,1956,6,H-34A version
     ,9,O-1/L-19 Bird Dog,light aircraft,1956,1957,9,'MDAP' aid
     ,7,Mk-33 76mm,naval gun,1958,1962-1964,7,For 4 Mackenzie and 2 Annapolis frigates produced in Canada
     ,6,SPS-10,sea search radar,1958,1962-1964,6,For 4 Mackenzie and 2 Annapolis frigates produced in Canada
     ,6,SPS-12,air search radar,1958,1962-1964,6,For 4 Mackenzie and 2 Annapolis frigates produced in Canada
     ,4,C-130B Hercules,transport aircraft,1959,1960,4,Canadian designation CC-130B
     ,112,CIM-10B Bomarc,SAM,1959,1961-1962,112,For use with US nuclear warheads (under US control)
     ,14,F-104G Starfighter,FGA aircraft,1959,1961-1962,14,F-104D version; Canadian designation CF-104D or CF-113
     ,2,H-21,helicopter,1959,1960,2,H-44 version; Canadian designation CH-127
     ,24,Hiller-12/OH-23 Raven,light helicopter,1959,1961,24,Hiller-12E (OH-23G) version; Canadian designation CH-112 Nomad; incl 3 for training
     ,10,HU-16B Albatross,MP aircraft,1959,1960-1961,10,For SAR; Canadian designation CSR-110
     ,600,AIM-26B Falcon,SRAAM,1960,1961-1963,600,For 66 F-101B combat aircraft; probably including AIM-26A with US nuclear warhead (under US control)
     ,1,Balao,submarine,1960,1961,1,Second-hand
     ,4,Cessna-180 Skywagon,light aircraft,1960,1961-1963,4,Cessna-182H version; Canadian designation L-19L
     ,2,Mk-63,fire control radar,1960,1964,2,For Mk-22 76mm gun on 2 Annapolis frigates produced in Canada
     ,66,F-101B Voodoo,fighter aircraft,1961,1961,66,Incl 10 TF-101B version; Canadian designations CF-101B and TF-101B
     ,8,F-104G Starfighter,FGA aircraft,1961,1962,8,F-104D version; Canadian designation CF-104D or CF-113
     ,4,O-1/L-19 Bird Dog,light aircraft,1961,1962-1963,4,
     ,6,Vertol-107/CH-46A,transport helicopter,1961,1963-1964,6,For SAR; V-107-II-9 version; Canadian designation CH-113 Labrador
     ,300,M-113,APC,1962,1964-1965,300,M-113A1 version; probably incl some M-577A1 CP version
     ,24,C-130E Hercules,transport aircraft,1963,1965-1968,24,Canadian designation CC-130E
     ,16,F-104G Starfighter,FGA aircraft,1963,1964,16,F-104D version; Canadian designation CF-104D or CF-113
     ,12,Vertol-107/CH-46A,transport helicopter,1963,1964-1965,12,V-107-II-9 version; Canadian designation CH-113A Voyageur
     ,10,Bell-205/UH-1H,helicopter,1967,1969,10,Canadian designation CH-118 Iroquois
     ,174,M-113C&R,reconnaissance AV,1967,1968-1969,174,Canadian designation Lynx
     ,1,Tench,submarine,1967,1968,1,Second-hand; Canadian designation Rainbow
     ,8,FT-12,gas turbine,1968,1972-1973,8,For 4 Iroquois (Tribal) frigates produced in Canada
     ,8,FT-4,gas turbine,1968,1972-1973,8,For 4 Iroquois (Tribal) frigates produced in Canada
     ,300,M-113,APC,1968,1969-1971,300,M-113A1 version; probably incl some M-577A1 CP version
     ,200,AIM-7E Sparrow,BVRAAM,1969,1974-1975,200,For Tribal frigates; RIM-7H Sea Sparrow (SAM) version
     ,2,FRD-10,SIGINT system,1969,1971,2,
     ,18,M-109 155mm,self-propelled gun,1969,1971,18,
     ,74,Bell-206/OH-58,light helicopter,1970,1971-1972,74,$24 m deal; Bell-206A/COH-58A version; Canadian designation CH-136
     ,4,Boeing-707,transport aircraft,1970,1970,4,$55 m deal; Boeing-707-347C version; Canadian designation CC-137
     ,66,F-101B Voodoo,fighter aircraft,1970,1971,66,Second-hand; exchanged for 56 older Canadian F-101B; incl 10 TF-101B version; Canadian designation CF-101F and TF-101F
     ,1,Boeing-707,transport aircraft,1971,1972,1,Boeing-707-347C version; Canadian designation CC-137
     ,445,M-113,APC,1971,1973-1975,445,"M-113A1 version, probably incl some M-577A1 CP version"
     ,25,Musketeer,light aircraft,1971,1972-1973,25,
     ,2,Air refuel system,air refuel system,1972,1972,2,For modification of 2 Boeing-707 (CC-137) transport aircraft to tanker/transport aircraft
     ,32,M-109 155mm,self-propelled gun,1972,1974,32,
     ,149,BGM-71 TOW,anti-tank missile,1973,1975-1976,149,
     ,5,C-130H Hercules,transport aircraft,1973,1974-1975,5,Canadian designation CC-130H
